frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
306,40,[2369.84306006679 1350.5829429858877 3041.0093290752075 1914.5015552401628],[2602.82177734375 1680.531494140625 2782.33837890625 1764.25],0.617895484,EY61NBG,0.323924839
307,40,[2370.445657047205 1354.2968877361063 3044.221180480088 1920.9983113592093],[2596.445068359375 1686.67041015625 2780.49658203125 1762.943359375],0.590677321,EY61NBG,0.576286923
308,40,[2370.3500928315516 1358.1432641165854 3045.58377275115 1927.8411367767123],[2600.817626953125 1680.73876953125 2787.700927734375 1782.048095703125],0.656256735,EY61NBG,0.606248
309,40,[2371.6348200499224 1363.6104713865925 3048.881627064111 1936.4060121738357],[2618.994140625 1696.591552734375 2787.328125 1786.620849609375],0.592771351,EY61NBG,0.418260346
310,40,[2371.9536197559605 1367.4736116954073 3050.8647033405737 1943.0359644672503],[2610.38232421875 1696.9522705078125 2789.9326171875 1793.0284423828125],0.574593842,EY61NBG,0.738239822
311,40,[2372.5034050281174 1373.1432883077252 3053.5621692109435 1953.4166229324148],[2613.34619140625 1694.0947265625 2790.15478515625 1795.2205810546875],0.617122173,EV61NBG,0.660996158
312,40,[2374.9018580265733 1378.5258982159594 3057.54082344631 1960.8077694816193],[2627.28173828125 1660.0711669921875 2775.29736328125 1797.0303955078125],0.272352725,EY61NBC,0.746900315
314,40,[2373.5056136781577 1388.3052869123494 3063.1692916992697 1975.6947324904609],[2617.69482421875 1733.345458984375 2803.583984375 1814.79833984375],0.613966465,EY61NBG,0.463105866
315,40,[2374.6542276833884 1395.9645369756704 3066.6060909138764 1984.6458077107832],[2616.46875 1732.2294921875 2807.88671875 1829.541015625],0.67623353,EY61MBG,0.316829293
316,40,[2359.572315100542 1401.8713570368247 3062.9314542247407 1992.262177116669],[2622.676513671875 1719.169189453125 2807.89111328125 1831.2711181640625],0.624947608,EY61NBG,0.60443063
317,40,[2354.0711885454707 1407.4147140216562 3065.5589033776773 1999.267219083714],[2617.365966796875 1745.4049072265625 2812.247314453125 1844.9219970703125],0.623995781,EY61NBG,0.330513616
318,40,[2361.1454968683943 1414.1357451629833 3074.318733382472 2008.3521102479112],[2622.397705078125 1762.91455078125 2817.38671875 1844.7601318359375],0.522986889,EY61NBG,0.690983398
319,40,[2356.309944188321 1418.7143715984894 3075.066351576324 2014.7552035232493],[2622.900146484375 1768.5556640625 2819.19140625 1854.506103515625],0.635945857,EY61NBG,0.620199639
320,40,[2369.590975316082 1425.4134837237455 3084.7227136580896 2023.2294398773986],[2628.04833984375 1781.0159912109375 2815.91015625 1861.9251708984375],0.624923468,EY61NBG,0.230689447
321,40,[2374.178100588074 1431.916908070881 3089.175603821064 2032.1216977409774],[2630.370849609375 1776.4508056640625 2819.836669921875 1861.9310302734375],0.633165956,EY61NBG,0.512013114
322,40,[2380.8816265121595 1436.012856155055 3093.7017068069254 2037.3327296090251],[2632.409912109375 1783.136474609375 2826.75341796875 1877.38134765625],0.6773386,EY61MBG,0.343360573
323,40,[2385.0756522904803 1441.8495337474276 3097.435015439103 2044.999379412832],[2641.21630859375 1778.240478515625 2828.7490234375 1885.2216796875],0.51668191,EY61MBG,0.359074148
325,40,[2389.515977347134 1453.082134929346 3102.865436399984 2060.7278144526244],[2651.79736328125 1808.375732421875 2832.5888671875 1893.75390625],0.602653861,EY61NBG,0.383034578
326,40,[2389.977600839566 1459.098171865391 3105.0754576355844 2069.540543201488],[2644.3515625 1810.787841796875 2829.3447265625 1905.6529541015625],0.646408975,EY61MBG,0.738847778
327,40,[2393.244623612192 1466.528447867353 3109.9316415784856 2079.4952755646336],[2644.8447265625 1825.1341552734375 2832.468017578125 1912.0623779296875],0.636833608,EY61NBC,0.382153315
328,40,[2393.8398586585527 1471.4339960527404 3112.4453467335507 2087.2608500337537],[2641.77197265625 1830.5013427734375 2828.491455078125 1915.3941650390625],0.659305513,EY61NBG,0.408514382
330,40,[2385.3862862325705 1486.1102934137489 3116.1572932087365 2107.3371758108383],[2648.7734375 1836.7470703125 2845.03515625 1939.811279296875],0.586247146,EY61NBG,0.302077082
331,40,[2379.2446871234747 1490.2646877045975 3118.1847293674477 2114.0679684135257],[2657.076416015625 1840.079345703125 2847.83935546875 1941.379150390625],0.610823989,EY61NBC,0.25691328
332,40,[2389.655069364963 1498.0925619228326 3127.72043407899 2122.700361400743],[2659.3076171875 1844.71875 2847.07421875 1957.0166015625],0.279745102,EV61NBG,0.375123702
333,40,[2396.8904828555 1504.794212326053 3134.227796722647 2131.105081284667],[2650.619384765625 1870.9603271484375 2856.999755859375 1961.1591796875],0.665742576,EY61NBG,0.329115894
334,40,[2395.081844009135 1509.1296595015508 3135.816287960052 2136.5247915083824],[2655.727294921875 1875.9517822265625 2859.170654296875 1968.889892578125],0.691008508,EY61MBG,0.501750171
335,40,[2397.1549569338617 1516.0532168362738 3139.605881502766 2144.397881760816],[2656.892333984375 1880.27783203125 2865.0712890625 1980.5126953125],0.665121496,EY61NBG,0.445452981
336,40,[2393.5987005021875 1522.4992707104918 3141.626838992345 2151.201544602833],[2666.63037109375 1896.582275390625 2867.10302734375 1983.517822265625],0.580594957,EY61MBG,0.582599143
338,40,[2388.1313230580554 1531.883676563142 3147.522573627032 2158.774867775307],[2670.1123046875 1909.0579833984375 2866.80712890625 1999.4132080078125],0.650206625,EY61NBG,0.832563384
339,40,[2400.3620934127716 1538.607228066146 3158.2747433216487 2161.4566836161903],[2669.3974609375 1923.46435546875 2877.44775390625 2006.89599609375],0.680083573,EY61MBG,0.601737551
340,40,[2396.6148298546523 1542.4651725864505 3158.737354531865 2161.0391970348487],[2671.6953125 1924.5626220703125 2872.56396484375 2013.0684814453125],0.691280246,EY61NBG,0.950636903
341,40,[2388.1327160005767 1548.269205057302 3158.346262471311 2162.62012195798],[2678.76220703125 1925.5074462890625 2878.269287109375 2024.7161865234375],0.685365915,EY61NBG,0.65025545
342,40,[2385.747852483398 1555.102033306283 3162.55387851791 2162.292083438186],[2682.46044921875 1944.83056640625 2888.6787109375 2036.0244140625],0.64340651,EY61NBG,0.436549966
343,40,[2385.1724055395025 1560.9485675348203 3166.7814836770594 2162.6924621889784],[2683.05322265625 1959.2633056640625 2891.795654296875 2043.9737548828125],0.693168998,EY61NBG,0.490302529
344,40,[2384.3826955366662 1567.2519389405443 3172.01154626374 2162.106146217574],[2680.508056640625 1965.3826904296875 2884.98828125 2052.037109375],0.694512308,EY61MBG,0.377140962
345,40,[2385.7949199058 1574.828388733584 3177.6986345670616 2162.1410510715823],[2690.065673828125 1971.1966552734375 2886.04638671875 2063.46728515625],0.714585245,EY61NBG,0.292877949
346,40,[2385.1392797063436 1580.6428337821458 3181.6125008799945 2161.648967382592],[2691.59228515625 1974.7569580078125 2897.386962890625 2073.01806640625],0.709170043,EY61NBC,0.829324276
347,40,[2389.5997581705424 1586.3120687454243 3188.1005952581263 2159.8046789268014],[2690.961181640625 1987.24267578125 2907.52734375 2088.135009765625],0.683613837,EY61NBG,0.562516613
348,40,[2392.7089722150886 1593.0721455400217 3193.1960030346236 2160.528133025038],[2688.8828125 2000.712890625 2906.5498046875 2096.804443359375],0.718838692,EY61NBG,0.705116594
349,40,[2391.0595945638406 1599.0078361774124 3195.836639894097 2160.4116878457926],[2691.273193359375 2010.3189697265625 2911.79443359375 2101.15234375],0.709643662,EY61NBG,0.40619227
351,40,[2401.8228020471315 1613.0500938822772 3210.325068270723 2162.1366037963617],[2696.426025390625 2021.015625 2911.9755859375 2123.343017578125],0.733953834,EY61NBG,0.536447588
352,40,[2416.9527939600907 1619.3014321881544 3218.6506679156923 2162.2700928933523],[2694.87109375 2028.150146484375 2919.138671875 2134.65380859375],0.697055995,EY61NBG,0.401521834
353,40,[2405.2708229331456 1626.4817506773857 3215.054106872207 2162.295485088573],[2703.2353515625 2052.8251953125 2919.83154296875 2139.1240234375],0.685594082,EV61MBG,0.41163155
354,40,[2399.105480786683 1634.1389098563827 3215.594440177674 2162.451582581823],[2709.425048828125 2059.005615234375 2926.291015625 2149.837646484375],0.679953098,EY61NBG,0.849514426
354,95,[916.9264072082754 1337.5454224914067 1560.3395190419799 1862.5529319155564],[1135.032470703125 1677.630859375 1293.9951171875 1752.010009765625],0.376470864,TV04HVE,0.164556594
355,40,[2397.6246660968504 1640.6362928602518 3219.6682945396183 2161.619446863622],[2709.64013671875 2065.169677734375 2926.850830078125 2153.80029296875],0.705650568,EY61NBG,0.748569424
356,40,[2397.4813338201184 1648.490108560024 3224.7615565401666 2161.9151575541205],[2714.2685546875 2071.11572265625 2925.595947265625 2160.0],0.705166996,EY61NBG,0.581120977
357,40,[2397.7869543992515 1657.6674079213963 3229.8530938147237 2162.7259267762415],[2722.786376953125 2086.29150390625 2924.627197265625 2160.0],0.586284578,EY61NBG,0.411727299
358,40,[2397.49152618629 1665.3938726744152 3233.734807364751 2162.629014404958],[2721.743408203125 2102.877685546875 2934.799072265625 2160.0],0.510894001,FY61NAG,0.208678146
373,95,[845.146479912203 1427.7287122137725 1528.2126188090517 1989.3283533956403],[1076.0584716796875 1786.585693359375 1265.17822265625 1872.973388671875],0.563873827,AV38RIF,0.063812364
378,95,[819.8029140864892 1454.9837624428894 1512.481393181125 2027.8005339280169],[1052.7138671875 1827.4456787109375 1244.26416015625 1909.8636474609375],0.567691803,IV08HVF,0.329952467
379,95,[815.1664946831561 1460.2208464551102 1510.131063585567 2033.2040963248007],[1046.8719482421875 1830.3629150390625 1236.695556640625 1910.4525146484375],0.609173894,IV08HVF,0.321888854
393,95,[743.0462439839107 1542.8001148130334 1471.3136312668134 2139.818409250674],[996.7911987304688 1933.465576171875 1188.065673828125 2021.4466552734375],0.663599968,AV08HVF,0.774238785
400,167,[2292.9340508744513 881.2043752361071 3042.192961503192 1790.7755470934114],[2577.436279296875 1559.55126953125 2737.598388671875 1643.0029296875],0.382656336,GC65USJ,0.325798714
402,167,[2281.9488381652 885.279092284833 3042.50420849869 1801.5417087041683],[2564.31982421875 1569.7371826171875 2736.29248046875 1656.4185791015625],0.424151301,EC65USJ,0.891801275
403,202,[2274.9648726268983 888.2083366506367 3043.8878407061043 1806.736038680744],[2569.54443359375 1577.329833984375 2735.94970703125 1653.703857421875],0.299306661,EC65USJ,0.324987382
408,167,[2262.6691712068896 903.5803874077571 3054.3201566950283 1834.9832644067976],[2581.94287109375 1602.030029296875 2758.583984375 1691.177490234375],0.571659625,BG65USJ,0.560514127
410,95,[649.941576279032 1647.6887743433085 1420.2091501077791 2164.062959601651],[905.3626098632812 2068.83447265625 1118.080322265625 2160.0],0.75503546,AV08HVF,0.581861048
411,167,[2270.300483214755 914.4519595350218 3065.3660724414826 1854.9293611549463],[2577.101806640625 1619.67041015625 2750.934814453125 1706.923828125],0.627631605,BG65USJ,0.775063504
412,167,[2274.306743728548 917.0762904297236 3068.8296370759617 1860.7467226086378],[2579.55029296875 1620.31494140625 2757.37060546875 1708.673583984375],0.602583289,BG65USJ,0.666449839
412,95,[639.3153886305005 1661.2557367189797 1414.335725996872 2164.436948692294],[907.4771118164062 2093.08251953125 1113.06591796875 2160.0],0.420991957,AV08HVF,0.455766165
416,231,[2276.942283931445 928.1968118151544 3078.9199726509974 1887.7697088932505],[2585.67333984375 1648.304931640625 2754.61962890625 1732.8232421875],0.616160452,BG65USJ,0.522560632
417,231,[2273.777897226688 934.986825831828 3080.5959304841926 1899.7779648432984],[2583.87109375 1654.0126953125 2762.97509765625 1744.769287109375],0.621629298,BG65USJ,0.951572654
418,231,[2284.963781091206 939.8386018990298 3084.899108341657 1904.1573867015652],[2581.65380859375 1658.52392578125 2763.7373046875 1745.2708740234375],0.610950947,BG65USJ,0.789831604
420,231,[2297.873505692007 949.0702629800868 3088.729079673376 1915.035492472192],[2585.1201171875 1673.635009765625 2772.935546875 1761.205322265625],0.630660951,BG65USJ,0.386287723
421,231,[2288.199341652387 950.3908224956108 3085.557843921329 1922.5306278177545],[2586.03759765625 1678.9500732421875 2769.115234375 1766.0760498046875],0.628768563,BG65USJ,0.536051819
422,231,[2288.183864682991 953.7962160059305 3088.218504137486 1930.185149495026],[2585.8046875 1681.6593017578125 2765.38134765625 1767.3175048828125],0.640421569,BG65USJ,0.837808925
424,231,[2274.530355629445 958.3980770916232 3089.6668070239903 1942.7501667383826],[2581.931884765625 1694.9263916015625 2767.98876953125 1787.1324462890625],0.650125861,BG65USJ,0.53815989
428,137,[972.8535481412064 1281.9572855689187 1493.9173517609056 1666.8663359540226],[1142.4237060546875 1544.937744140625 1292.171875 1624.595947265625],0.252519041,NA54KGJ,0.177477913
432,231,[2296.892610957264 985.5936076573014 3108.5310798552646 2000.1417722795525],[2591.03125 1749.53857421875 2784.5322265625 1836.98974609375],0.650391102,BG65USJ,0.573316084
433,231,[2299.671990076813 987.7455877871442 3112.029767630471 2005.7210692141775],[2590.153564453125 1754.6552734375 2781.447509765625 1839.763427734375],0.606864572,BG65USJ,0.591187451
437,231,[2310.291749515112 1007.8143190864331 3122.08013445406 2035.1722050141543],[2592.318359375 1787.7557373046875 2784.2333984375 1878.1541748046875],0.642366707,BC65USJ,0.699472327
438,231,[2309.863340387176 1015.5133297930198 3122.934732450562 2043.668152343494],[2592.61279296875 1788.736572265625 2786.594970703125 1882.41455078125],0.674328625,BG65USJ,0.515370617
440,231,[2313.013294291954 1022.9649895558637 3128.7198388419733 2054.484404030126],[2588.951416015625 1801.158203125 2783.36328125 1890.513916015625],0.643676698,BG65USJ,0.790977375
441,231,[2312.1549550887444 1028.3714329580782 3130.6321848520633 2061.660657637284],[2592.013916015625 1811.35693359375 2788.190185546875 1904.1390380859375],0.666470051,BC65USJ,0.673937001
443,137,[934.0613051586499 1333.106551453728 1470.6292049120027 1732.865081538285],[1103.087158203125 1601.6348876953125 1276.3753662109375 1700.4195556640625],0.368356645,NA54KGJ,0.309126311
449,231,[2304.2437821800936 1067.424485031315 3145.155960341663 2119.414974251038],[2594.48046875 1865.8970947265625 2791.3408203125 1962.9144287109375],0.690381169,BG65USJ,0.919904214
450,231,[2305.999179867803 1073.03903773285 3149.531583429074 2126.3299926424825],[2592.1396484375 1882.2958984375 2792.714599609375 1973.40869140625],0.697435319,BC65USJ,0.562139309
452,231,[2306.4983445878115 1080.8452797566788 3153.9322855363016 2136.733433941709],[2592.23486328125 1895.0584716796875 2795.140380859375 1986.3028564453125],0.680651486,BC65USJ,0.529972041
453,231,[2306.2098265283134 1086.1405574169112 3155.859171606449 2144.167160075688],[2590.42431640625 1904.9644775390625 2798.26513671875 1999.9251708984375],0.682799757,BG65USJ,0.459684424
464,250,[2305.4985479538955 1134.6487087928285 3174.3603152170454 2145.011163926198],[2589.242431640625 1992.4310302734375 2811.519287109375 2091.16943359375],0.700569212,GL65USJ,0.511663691
465,55,[1095.5727907443736 1069.9781691139988 1682.1927824138436 1587.8916879921903],[1305.34228515625 1388.3720703125 1475.53466796875 1473.12255859375],0.575586855,AK64DME,0.271298479
467,55,[1087.5129527385304 1073.9671263979028 1679.2048918259904 1593.3145644674894],[1305.123779296875 1395.30322265625 1473.2801513671875 1478.3162841796875],0.489758939,IK64OMY,0.181163007
468,250,[2296.2564394331903 1155.5760599590542 3180.536528915063 2146.516514942387],[2590.166748046875 2028.566650390625 2819.490234375 2131.755859375],0.714794695,EG65USJ,0.250264614
468,55,[1083.8511604870812 1078.3444928209362 1677.9788661922282 1597.2167878846287],[1310.415771484375 1393.684814453125 1467.726806640625 1486.230712890625],0.603684068,AK64OMY,0.355671243
469,55,[1082.6529742047578 1081.8490872170048 1677.9564968532422 1599.7890262150675],[1304.3660888671875 1394.6044921875 1465.37890625 1484.927490234375],0.607140064,AK54OMV,0.363998017
470,55,[1078.9333011171761 1083.6452507850677 1676.7064092397054 1603.3619435622609],[1303.057373046875 1403.274169921875 1452.7384033203125 1483.3837890625],0.496409297,AK64DMY,0.352172857
471,55,[1078.1879029413412 1087.8851070625506 1676.4882465123842 1608.1126513733134],[1294.9266357421875 1400.681884765625 1458.1973876953125 1493.737548828125],0.622073531,LK64DMV,0.189061942
472,55,[1074.6239371568706 1089.7868678664086 1674.4839497718292 1611.0375015943146],[1304.3720703125 1405.424560546875 1460.2216796875 1499.2646484375],0.398096085,IK64DMV,0.300180499
474,55,[1070.2642683429513 1096.530442240743 1672.5004854341828 1619.249576006955],[1299.4866943359375 1420.162109375 1454.98095703125 1507.156494140625],0.542194188,AK64OMV,0.183453233
475,55,[1068.4416725113192 1098.0548846689837 1671.6824891555643 1621.4496394996015],[1291.367431640625 1415.356201171875 1449.7080078125 1507.58935546875],0.532785535,AK64OMV,0.475268198
478,55,[1063.7324560381983 1107.6062326361275 1668.3588202849035 1633.7140880271895],[1288.2674560546875 1431.9964599609375 1444.0184326171875 1510.2308349609375],0.486433715,AK64DMV,0.537535626
479,55,[1063.153675665997 1110.8633582367759 1668.091417618993 1637.9672880469145],[1292.0672607421875 1434.6163330078125 1443.69775390625 1516.6219482421875],0.570667803,AK64DMV,0.383543558
482,55,[1055.6637117408227 1120.854845135259 1662.4234799555788 1648.1041901056483],[1283.3485107421875 1443.8673095703125 1440.01904296875 1524.076904296875],0.571903646,AK64DMV,0.333794599
483,55,[1054.7103321414247 1124.5316220025115 1661.5681155899715 1651.6107444179102],[1275.4339599609375 1442.0826416015625 1441.174072265625 1529.8326416015625],0.604659975,AN64DMV,0.341885057
484,55,[1053.3703729241 1127.9646472059183 1660.9552473121678 1654.26273295444],[1258.109130859375 1441.861328125 1430.99609375 1529.29296875],0.615756869,AN64DMV,0.53817419
485,55,[1050.8522351592642 1131.243907797751 1659.8122511800711 1658.242872344289],[1256.123291015625 1447.030029296875 1429.7449951171875 1532.680908203125],0.60195148,AK66JMV,0.342889403
486,55,[1046.8068356003173 1134.8410849702423 1658.2134362756628 1662.7999256975527],[1246.735107421875 1448.506103515625 1435.899658203125 1544.1728515625],0.572405338,AK64DMV,0.431822649
487,55,[1045.8830094770246 1138.0430489205785 1657.4974233173157 1666.6747386594163],[1247.1756591796875 1449.63525390625 1431.8690185546875 1546.369140625],0.626180828,AK64DMV,0.638698417
491,55,[1037.0663743680484 1147.084932225364 1653.5453445546786 1681.1679307451218],[1240.0546875 1473.7606201171875 1426.31982421875 1559.2576904296875],0.543805063,AM64DMV,0.2659459
493,137,[824.5487463088147 1555.778879903979 1428.0615887597587 2012.770564796555],[1010.8338623046875 1870.5758056640625 1203.328369140625 1963.58349609375],0.551702976,NO54KGJ,0.042046261
493,55,[1033.8486793909456 1150.5475804486769 1651.4977598187056 1687.5633382968877],[1240.796142578125 1477.947509765625 1425.495361328125 1560.739013671875],0.537050903,AK64DMV,0.48305503
494,55,[1029.0696965279542 1152.2316572805757 1649.0832874726814 1691.2824802946438],[1239.42822265625 1480.8779296875 1423.623291015625 1563.3544921875],0.485970318,AN64DMV,0.632456137
495,55,[1025.597033043755 1155.6655709353768 1647.5991834555548 1696.0961067699845],[1235.3997802734375 1486.9998779296875 1418.923095703125 1573.1378173828125],0.534791887,AK64DMV,0.539640578
496,55,[1023.8399810756184 1157.3491819621336 1647.6269842704748 1699.1181911335093],[1244.3614501953125 1487.1170654296875 1419.8018798828125 1573.8695068359375],0.520087659,AK64DMV,0.480559665
496,137,[816.171128841725 1568.2452004142106 1425.1576759030563 2031.2267738028863],[1000.5228881835938 1885.2088623046875 1205.721435546875 1995.8829345703125],0.48605752,NO54KGJ,0.078757906
497,55,[1020.3177499478317 1159.9377283774188 1645.6475778948466 1703.3433746898077],[1238.9111328125 1489.834228515625 1412.088623046875 1580.9921875],0.565969825,AK64DMV,0.859330353
500,55,[1013.4245657690631 1166.4732620134184 1643.3347721601745 1715.8347747865348],[1209.373046875 1495.023681640625 1408.00830078125 1595.1142578125],0.63547498,AK64DMV,0.633512886
501,55,[1009.3492489388136 1170.4217330636297 1640.7272686301803 1720.9936530591253],[1218.22265625 1506.1607666015625 1408.2564697265625 1601.1148681640625],0.628434598,AK64DMV,0.522425398
501,137,[803.7971213790915 1595.3572413711117 1422.2795808668175 2066.140590885596],[999.0635375976562 1918.9837646484375 1201.445556640625 2026.396728515625],0.443008512,NA55KQJ,0.065364597
502,55,[1007.7661136181564 1172.7293949159534 1640.1611579006512 1723.8988905549159],[1219.7838134765625 1511.077880859375 1407.1102294921875 1605.284912109375],0.595198989,AK64DMV,0.517949097
503,55,[1002.4976140958178 1176.7667168085882 1637.6866547802906 1728.5400065166446],[1216.7061767578125 1515.5546875 1402.315673828125 1606.795654296875],0.58098644,AK64DMV,0.587368475
503,137,[799.1004145307279 1605.9454852195117 1419.882577324618 2079.5656894478434],[985.389404296875 1934.90185546875 1197.244384765625 2048.076416015625],0.435411036,NA54KGJ,0.213096913
504,55,[998.218692561686 1182.1454628301244 1634.212067392857 1734.3150848502255],[1211.929443359375 1523.301513671875 1393.5633544921875 1606.416748046875],0.60742259,AK64DMV,0.730141957
505,55,[994.2135051573968 1184.4985033429675 1633.6883331239965 1737.3343331458218],[1216.675048828125 1524.4090576171875 1400.25830078125 1607.3411865234375],0.563380778,AK64DMV,0.699146927
505,137,[794.6420050646911 1616.6474853586342 1417.9860941320317 2092.7353609296315],[986.1663208007812 1948.359130859375 1193.623779296875 2047.187744140625],0.556254327,NO54KCJ,0.127153165
506,55,[992.4833189377813 1187.754068287034 1632.971863526186 1741.4392137642908],[1213.84375 1527.783447265625 1397.05029296875 1616.50439453125],0.658201873,AK64DMV,0.465565929
507,55,[990.3421891408603 1191.5843417289873 1631.8157381823044 1746.0148087305113],[1209.540283203125 1531.1363525390625 1397.214599609375 1623.1527099609375],0.671264589,AK64DMV,0.69195861
508,55,[988.3702531802643 1193.7838702729227 1629.8385321756627 1748.9761459089495],[1210.6588134765625 1538.159912109375 1393.095458984375 1626.050537109375],0.665889382,AR64DMV,0.480408583
509,55,[986.4301365989097 1197.9161010066723 1628.5482067204587 1753.88945576359],[1201.498291015625 1536.50341796875 1392.516357421875 1630.935546875],0.670881271,AK64DMV,0.622682626
511,55,[980.3833738863661 1205.1235405197303 1621.3631960962082 1763.3329399019176],[1198.607177734375 1544.5572509765625 1381.296875 1634.095458984375],0.678598046,AK64DMV,0.602844095
513,137,[778.72547178017 1662.9863811876635 1413.8655357912296 2144.8836929892614],[974.6011962890625 2001.9609375 1189.97998046875 2105.46337890625],0.64000684,NA54KGJ,0.079745227
515,55,[966.0832928865134 1218.8384870575198 1607.2835739330726 1783.0452495918887],[1188.4149169921875 1563.860595703125 1381.3974609375 1654.96875],0.656059027,AN64DMV,0.474647853
518,55,[959.0095535488633 1228.1085353509234 1601.656640084612 1796.0421040872538],[1187.92919921875 1576.56298828125 1381.07421875 1669.86767578125],0.678789616,AK64DMV,0.557068184
519,55,[958.5059911399944 1230.8090003920188 1602.1694330666874 1800.8741075247294],[1185.013427734375 1588.778564453125 1374.906494140625 1676.4423828125],0.666533649,AK54DMV,0.338744776
520,55,[955.8616362351281 1232.7735219731933 1600.8927870709313 1805.0599110828991],[1177.0806884765625 1587.663818359375 1368.6881103515625 1679.862548828125],0.700888395,AK64DMV,0.5457558
521,55,[952.4464576965723 1235.4334124461177 1597.5276495562052 1810.0688665955151],[1173.0791015625 1589.634521484375 1365.8690185546875 1681.56298828125],0.693116426,AK64DMV,0.264683773
522,55,[949.2599521169934 1238.5910790499302 1597.2421811928318 1816.275891832181],[1173.796142578125 1594.8671875 1367.507080078125 1691.025390625],0.686733723,AK64DMV,0.898365577
525,55,[941.3117186193462 1249.1396587221711 1596.6879619612018 1833.2588111843766],[1167.038330078125 1609.680908203125 1356.806884765625 1703.291748046875],0.674055099,AK64DMV,0.775639419
526,55,[940.0574842116902 1252.4839051276222 1598.132131386622 1837.8461869396751],[1162.80322265625 1614.9609375 1356.8038330078125 1705.102294921875],0.656161845,AK64DMV,0.929044344
527,55,[935.9976617122456 1256.2801919583308 1592.6070950194212 1842.704305856636],[1167.82958984375 1621.811279296875 1356.4970703125 1716.77783203125],0.687054694,AK64DMV,0.701142139
527,246,[2292.8856517905433 1198.7204985083824 2871.7059961446193 1652.920104947298],[2517.9765625 1500.759765625 2659.909423828125 1569.91748046875],0.501083136,EF10OZT,0.185496053
528,55,[932.1587683090736 1261.195322742981 1589.9242325322814 1848.4513748987486],[1161.612548828125 1624.3546142578125 1354.2559814453125 1723.5194091796875],0.692231715,AK64DMV,0.509538948
529,55,[930.5849560875447 1264.5503524661608 1590.4186972917435 1852.496162718273],[1163.5413818359375 1631.1097412109375 1352.7032470703125 1728.9613037109375],0.686683059,AK64DMV,0.833274845
530,55,[926.5743902145529 1268.94036601723 1586.7372437125468 1857.754920281687],[1154.339599609375 1633.5355224609375 1348.620361328125 1729.5999755859375],0.702759027,AK64DMV,0.457602916
531,55,[923.2399990148124 1273.762354758454 1584.1955659004052 1863.6166836858115],[1149.074462890625 1640.84619140625 1341.095458984375 1728.1435546875],0.632613778,AK64DMV,0.716761865
534,55,[917.497229762806 1286.42812959135 1581.678965398743 1881.0032712136483],[1147.34765625 1653.990234375 1348.9248046875 1755.6463623046875],0.690689087,AK64DAV,0.558158461
534,246,[2297.28512924013 1224.2822269555725 2885.433154532456 1683.310099616351],[2507.583984375 1521.2501220703125 2674.049560546875 1606.4468994140625],0.481336206,EF10DZT,0.560174524
535,55,[914.6749050945534 1290.5258570429048 1580.8232759665964 1886.0026825979319],[1148.027587890625 1655.6751708984375 1346.6396484375 1755.985107421875],0.702882886,AK64DMV,0.777379181
536,55,[911.4102569832731 1296.0330244726463 1579.1012158848807 1892.3177552201398],[1144.8516845703125 1670.56103515625 1340.3109130859375 1755.7578125],0.633614182,AK64DMV,0.694254076
537,246,[2306.617562195754 1234.6048126295582 2891.69636162535 1694.9518475038676],[2507.7880859375 1532.9234619140625 2682.770751953125 1622.74072265625],0.601647973,EF10DZT,0.590349931
541,55,[897.6059546323085 1314.5697164243327 1585.8545225930097 1917.5462509165852],[1137.3673095703125 1690.0513916015625 1329.1494140625 1779.563232421875],0.676210761,AK64DMC,0.362268417
542,55,[893.423317330074 1316.9152419596267 1585.485911126308 1922.7834603752713],[1133.5732421875 1689.37939453125 1331.494873046875 1787.917236328125],0.707539141,AK64DMV,0.657630753
543,55,[890.2784575025073 1322.4326157980795 1587.7069898275788 1929.8563309526226],[1125.515869140625 1697.296142578125 1332.841796875 1799.939208984375],0.676605105,AK64DMV,0.710838807
543,246,[2304.8193553473775 1257.3266594619777 2898.110765192684 1727.4731387632664],[2513.36376953125 1550.0738525390625 2688.457763671875 1645.7281494140625],0.608871162,EF10DZT,0.131965712
544,55,[887.956919172467 1323.1463494209354 1590.470010500236 1932.9448932415182],[1130.3485107421875 1701.0966796875 1333.723388671875 1801.499267578125],0.675127149,AK64DMV,0.868542684
544,246,[2303.1767905715233 1259.2562042385168 2899.421033678923 1732.0633120967207],[2518.747314453125 1559.3353271484375 2685.65673828125 1649.7242431640625],0.581809461,EF10OZT,0.42148297
545,55,[883.9327055144784 1327.193518049679 1590.3467002652262 1938.5799329558872],[1130.236572265625 1707.359130859375 1329.085205078125 1801.2265625],0.644248307,AK64DMV,0.370008092
546,55,[877.9959532944956 1330.307771126418 1584.083242747554 1944.2814897945534],[1126.21923828125 1717.544677734375 1326.98779296875 1814.4697265625],0.66666913,AK64DMV,0.290969841
546,246,[2299.904925925427 1263.2816578704042 2902.896560284591 1744.1130471399792],[2515.5615234375 1565.23779296875 2686.064453125 1655.3095703125],0.552134812,EF10DZT,0.620012
548,55,[876.7642964308857 1338.9132275399375 1587.679076794711 1957.1745341596338],[1127.2525634765625 1727.7861328125 1322.1943359375 1824.61083984375],0.697578132,AK64DMV,0.734165743
549,55,[878.2829007286382 1344.2217734872347 1596.377726102604 1964.5193612292846],[1119.0670166015625 1725.998779296875 1321.770263671875 1822.771484375],0.703905582,AK64DMV,0.57366531
