frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1148,419,[2132.2809738857586 1295.445419620932 2946.8991058333195 2049.802999740107],[2436.9599609375 1824.2237548828125 2647.57421875 1915.8204345703125],0.664340615,BP63LYH,0.821261581
1149,419,[2133.654744389961 1301.5327834982174 2949.7993661253386 2058.207250821848],[2440.72509765625 1831.385498046875 2647.81640625 1928.638671875],0.685771704,BP63LYH,0.435396169
1151,419,[2135.409650967699 1308.7118295144523 2955.500328176889 2072.5442538314715],[2447.008056640625 1841.8289794921875 2656.911376953125 1940.9674072265625],0.689134836,BP63LYH,0.924308517
1152,419,[2137.178831782613 1313.3595252286705 2959.093642897503 2080.590718390851],[2446.99853515625 1847.728271484375 2663.92333984375 1948.256103515625],0.664240718,BP63LYH,0.649431669
1153,419,[2138.5247401194465 1316.7272730155237 2961.960683614646 2086.8721727982],[2449.039794921875 1852.2646484375 2664.147705078125 1951.97216796875],0.703575552,BP63LYH,0.692782911
1154,419,[2140.4777950206253 1321.124432775303 2966.537235711532 2093.497503486854],[2454.2158203125 1862.807373046875 2663.10400390625 1963.002685546875],0.694993675,BP63LMH,0.583215675
1156,419,[2143.247753259054 1329.3559106047403 2975.0867497231034 2105.743982922966],[2452.475830078125 1872.678466796875 2668.8427734375 1973.989990234375],0.710107744,BP63LYH,0.716750195
1159,419,[2145.688592845209 1348.2854905080092 2984.3826421735844 2126.963854229154],[2462.1376953125 1896.1593017578125 2680.21875 1992.41162109375],0.667888224,BP63LYH,0.8738736
1160,419,[2147.855489216175 1354.2183547324566 2989.1456841131553 2133.173145018153],[2467.955078125 1907.91064453125 2681.8515625 2000.0972900390625],0.700514793,BP63LYH,0.783116774
1161,419,[2149.359456268527 1361.579745166146 2993.405443252585 2141.9720099267006],[2466.35498046875 1910.781982421875 2689.134765625 2010.193115234375],0.698308349,BP63LYH,0.809626225
1167,419,[2157.4456631771695 1384.8326387010418 3015.1321373726346 2155.995331667276],[2483.72412109375 1950.110595703125 2705.85693359375 2051.282958984375],0.714251339,BP63LYH,0.46702067
1168,419,[2157.8730835994115 1388.612137211162 3018.4502779376057 2155.933405122477],[2487.752685546875 1953.23828125 2706.729736328125 2051.1953125],0.704753816,BP63LYH,0.581368061
1169,419,[2159.0956984091436 1392.9478913166513 3023.258299517247 2155.9799688759144],[2491.99267578125 1963.556396484375 2707.57861328125 2059.059814453125],0.701159477,BP63LYH,0.455841914
1170,419,[2161.0506233406595 1398.0828837893112 3028.5544162355327 2156.428109079643],[2490.73681640625 1971.3336181640625 2714.221435546875 2069.59814453125],0.711398423,BP63LYH,0.573003289
1171,419,[2162.4111816194963 1402.1191365004138 3032.715610144185 2156.5948309502064],[2487.298828125 1970.38037109375 2714.189453125 2077.8046875],0.70132947,BP63LYH,0.837730162
1172,419,[2164.137805454343 1406.2507264026026 3037.023530040553 2155.948274659845],[2494.1982421875 1980.705078125 2720.6318359375 2087.6025390625],0.699748755,BP63LYH,0.639775722
1173,419,[2165.401588130122 1413.2819214510075 3041.1094398239975 2156.063144137446],[2493.904541015625 1993.0455322265625 2727.326171875 2097.246826171875],0.683430433,BP63LYH,0.582892228
1174,419,[2166.2852992039857 1417.5479804409297 3043.68383637585 2155.336667275741],[2495.961181640625 1996.6600341796875 2727.057861328125 2101.74072265625],0.715037823,BP63LYH,0.591526349
1175,419,[2167.50268027908 1424.3456660195502 3047.0731972433377 2156.3221959432353],[2500.61083984375 2003.46826171875 2725.841796875 2109.8759765625],0.71523577,BP63LYH,0.714363898
1176,419,[2168.6735601661644 1429.6503922725371 3050.996403102879 2156.4173952212386],[2500.7841796875 2010.285888671875 2728.75439453125 2112.75048828125],0.721653581,BP63LYH,0.608228642
1177,419,[2169.8388902343027 1433.9547361463895 3055.153044470902 2155.818786465584],[2502.403564453125 2017.57373046875 2732.942138671875 2124.422119140625],0.722616911,BP63LYH,0.679514268
1179,419,[2173.492575946872 1443.6126930225037 3064.492358712974 2155.710521366806],[2509.566650390625 2035.23291015625 2741.63037109375 2138.18017578125],0.697504878,BP63LYH,0.232266136
1180,419,[2174.7855648502773 1448.3587181593857 3068.0185769864347 2155.726776819162],[2510.64306640625 2037.379150390625 2744.71630859375 2145.097900390625],0.696040213,BP63LYH,0.429421391
1181,419,[2175.928763867228 1454.4496163982178 3071.6686435519946 2156.6918990151416],[2510.06640625 2041.766845703125 2744.34912109375 2150.83544921875],0.70457238,BP63LMH,0.255832482
1182,419,[2178.0848188185 1459.7521019352794 3076.3715796342776 2157.0563247723203],[2518.459716796875 2056.21044921875 2744.633056640625 2152.6435546875],0.70038259,BP63LYH,0.873436883
1208,368,[2073.857930677336 1224.9532252987021 2700.2851033198062 1692.2121877912211],[2319.926513671875 1508.3895263671875 2481.345703125 1612.3897705078125],0.385624975,VC65ZFX,0.180771986
1209,368,[2074.524069114229 1229.733158708205 2703.1378840500865 1697.6598506388143],[2315.648681640625 1529.9169921875 2477.314697265625 1614.3330078125],0.48523429,NG65ZFX,0.314332846
1211,368,[2071.464196428188 1235.7367586153275 2701.0063753482063 1704.3610521407156],[2317.814208984375 1542.1087646484375 2472.3095703125 1624.1883544921875],0.544092298,NC65ZFX,0.278658561
1214,368,[2073.975148542284 1247.4491597266158 2714.139783208847 1717.081973917204],[2319.14892578125 1539.306640625 2477.4208984375 1630.296142578125],0.488615572,NG65ZFY,0.252843673
1215,368,[2069.39345287389 1251.1002216700724 2704.4908011962107 1722.2758780458942],[2308.42138671875 1546.9443359375 2486.5 1640.18798828125],0.62332046,AG65ZFX,0.536026745
1216,368,[2072.136967495314 1254.3370392333227 2707.2783340595097 1726.2058299965115],[2312.19580078125 1543.7735595703125 2490.48291015625 1645.9559326171875],0.625341535,KG65ZFX,0.222443201
1217,368,[2074.075751587574 1256.3953698821072 2711.8308681426433 1729.6050100672571],[2314.85009765625 1549.96435546875 2498.341552734375 1652.863037109375],0.636871159,NG65ZFX,0.259918392
1219,368,[2074.399817358405 1261.2913764760476 2716.4605862671715 1738.1752108923658],[2315.196533203125 1567.9251708984375 2492.103515625 1654.6138916015625],0.606860042,AG65ZFX,0.160970649
1222,368,[2073.733593934915 1269.9993828965883 2715.4819224795665 1752.0538041502925],[2321.45703125 1582.1861572265625 2491.51416015625 1669.8592529296875],0.595947325,NG65ZFX,0.315093108
1225,368,[2076.2180608907092 1280.3306859410413 2726.4685938124985 1767.0361664064676],[2339.441162109375 1592.25 2494.899169921875 1677.9609375],0.50388521,NG65ZFX,0.685008612
1229,368,[2076.960662998815 1293.456190089134 2737.835514549322 1786.356831852343],[2324.343017578125 1608.6064453125 2507.63525390625 1704.54052734375],0.672112703,WG65ZFX,0.275723985
1232,368,[2075.810872098607 1305.345971444748 2743.764330526567 1801.3814074107163],[2332.6259765625 1625.108642578125 2493.58544921875 1709.614013671875],0.623354912,OG65ZFX,0.481651472
1234,368,[2073.830739167698 1312.5921244878152 2741.2577148494747 1811.4744442268227],[2325.492431640625 1636.97900390625 2515.779541015625 1722.287109375],0.667327285,OG65ZFX,0.239542406
1236,368,[2079.028275909336 1322.8705255414302 2752.4312115749353 1824.0648605517354],[2339.536865234375 1638.9576416015625 2526.897705078125 1738.7698974609375],0.682115436,AG65ZFX,0.116182457
1238,368,[2081.155228105933 1330.4849568715133 2759.6237050142336 1834.6255378151857],[2342.638671875 1650.22900390625 2528.81103515625 1748.75439453125],0.656980693,AG65ZFX,0.329324543
1250,368,[2088.6631433838274 1378.3273575933126 2775.8075531641025 1909.3828819914283],[2352.80078125 1717.4351806640625 2542.835693359375 1807.6197509765625],0.667215407,WG65ZFX,0.213503283
1251,368,[2091.3071413647785 1383.4749636908164 2782.2907100896173 1916.162770068831],[2356.591552734375 1727.712890625 2544.37353515625 1819.856689453125],0.683089256,NG65ZFX,0.310381119
1254,368,[2092.63921790128 1397.947263432679 2793.6994832235378 1932.2347289089348],[2360.126220703125 1735.792724609375 2549.01904296875 1832.528076171875],0.686089516,NG65ZFX,0.614570127
1256,368,[2095.3854309382596 1407.239734662624 2801.5742749530164 1944.4771791350213],[2362.61572265625 1744.06396484375 2551.929931640625 1843.27392578125],0.668787718,AG65ZFX,0.27352983
1257,368,[2095.864997894971 1411.4756014043035 2804.6573776950468 1950.622420283302],[2359.2490234375 1764.357421875 2551.7666015625 1850.438232421875],0.65060991,HG65ZFX,0.244227204
1258,368,[2095.829416611549 1415.0631175471547 2807.07809941035 1955.855939165505],[2366.089599609375 1765.7655029296875 2553.814453125 1853.7733154296875],0.65716362,NG65ZFX,0.505325843
1259,368,[2096.587764315371 1420.5217172991943 2809.2067379342598 1962.7360598884388],[2368.108154296875 1773.2001953125 2548.080322265625 1865.336181640625],0.682410479,WG65ZFX,0.497516594
1260,368,[2097.4055607507144 1425.6561840649379 2812.8228092124436 1969.3019106607126],[2370.8154296875 1776.4544677734375 2563.4130859375 1867.7508544921875],0.678074479,NG65ZFX,0.610282769
1261,368,[2097.8031777755964 1428.4678764821833 2815.0658644189457 1973.7507712949282],[2368.185546875 1776.693603515625 2566.77587890625 1869.460693359375],0.694872141,OG65ZFX,0.130935204
1262,368,[2098.2044643331933 1434.0671687963759 2817.2195678818157 1980.7629905523308],[2377.020263671875 1786.7867431640625 2570.905517578125 1881.087158203125],0.695703566,NG65ZFY,0.327737307
1263,368,[2099.400065856941 1438.5019601620277 2819.8132005332873 1986.6304716620714],[2375.6806640625 1791.802490234375 2578.8857421875 1887.556884765625],0.659679234,NG65ZFX,0.436998745
1265,368,[2098.7385105795015 1448.0941453571547 2819.723634261805 1999.7453577641993],[2374.037841796875 1802.320556640625 2574.337646484375 1897.5390625],0.657658458,WG65ZFX,0.552055895
1266,368,[2100.7219218183054 1454.2660508467031 2824.7177007821756 2007.8656523260454],[2386.7216796875 1810.35888671875 2575.8505859375 1902.12353515625],0.678280771,NG65ZFX,0.35303077
1268,368,[2103.437984970133 1462.5236438243214 2832.7780492483503 2019.949721451805],[2387.8427734375 1820.285400390625 2576.9638671875 1911.59814453125],0.683110535,NG65ZFX,0.553270043
1269,368,[2105.4466199264675 1467.2514557290947 2837.9974010623896 2026.6139508524438],[2378.71923828125 1826.999267578125 2578.22216796875 1924.4937744140625],0.692058146,NG65ZFX,0.355316321
1270,368,[2106.7861593316657 1470.6568434831413 2841.716430932427 2031.5954943117806],[2388.1689453125 1829.303466796875 2579.15673828125 1926.627685546875],0.699238181,NG65ZFX,0.278319945
1271,368,[2107.4996860867363 1475.2397297478035 2844.133166740127 2038.2637442319894],[2386.253173828125 1838.690185546875 2585.5634765625 1935.0303955078125],0.677188456,NG65ZFX,0.517847803
1272,368,[2108.4119222338004 1481.3713433408952 2847.6186619703967 2046.3698038493685],[2391.923583984375 1847.365966796875 2589.3896484375 1938.87353515625],0.661516845,WG65ZFX,0.334010922
1273,368,[2107.422681370831 1486.072100829246 2848.652721632905 2051.8273324723314],[2391.51025390625 1855.66796875 2589.53271484375 1942.243408203125],0.667401314,NG65ZFX,0.286080213
1277,368,[2112.5550054681767 1506.647175170219 2863.626417421669 2080.2096125298945],[2395.97119140625 1874.38134765625 2595.53955078125 1969.124755859375],0.701524854,NG65ZFX,0.283240903
1278,368,[2114.9965107835255 1512.4080693328476 2867.785952421807 2087.6084525931883],[2400.700927734375 1883.050048828125 2600.81201171875 1977.3251953125],0.706930518,NG65ZFX,0.183812327
1279,368,[2115.574127190193 1516.121007162034 2869.7494494127436 2093.617036246491],[2399.068359375 1884.799072265625 2600.68212890625 1983.153076171875],0.687620342,NG65ZFX,0.280488963
1281,368,[2119.284423227272 1526.6144862993826 2878.9237656984606 2107.561536420336],[2413.04345703125 1908.89208984375 2607.45947265625 1998.2197265625],0.675024629,NG65ZFX,0.497459123
1283,368,[2121.1740716837558 1538.185062622362 2884.6764293016076 2120.282442748392],[2415.43359375 1916.358154296875 2618.265380859375 2012.57861328125],0.723358691,NG65ZFX,0.541655778
1284,368,[2122.0537509740916 1544.603909959273 2888.0769940305854 2126.730311629526],[2403.016357421875 1925.092529296875 2617.9619140625 2021.553955078125],0.704049051,NG65ZFX,0.737105728
1286,368,[2122.8341514636886 1552.911770126328 2893.432636985628 2136.932001608038],[2410.47900390625 1933.718505859375 2625.4677734375 2032.915771484375],0.697032392,NG65ZFX,0.657984398
1287,368,[2122.873750425623 1558.9992356552318 2896.3683426345774 2143.3051267239266],[2427.290283203125 1943.5880126953125 2626.84765625 2037.1607666015625],0.676751971,NG65ZFX,0.47950822
1289,368,[2125.2296783033 1569.380722524859 2902.440213139943 2152.0040604951846],[2427.9248046875 1956.528076171875 2628.466552734375 2051.19384765625],0.709824026,NG65ZFX,0.633641272
1293,368,[2128.572474856757 1584.7905148578398 2914.0108582321113 2157.4291477076395],[2433.1728515625 1983.397216796875 2640.2197265625 2081.715576171875],0.715279877,NG65ZFX,0.489606014
1294,368,[2130.303562849414 1586.8047782119602 2917.979825830091 2156.967414302714],[2437.2119140625 1985.501220703125 2638.35009765625 2084.27490234375],0.705285311,NG65ZFX,0.319898102
1295,368,[2130.9054734736 1591.8502772573888 2920.4769014752937 2157.6454156903337],[2428.572265625 1995.456298828125 2642.728515625 2089.93212890625],0.70773524,NG65ZFX,0.450234579
1296,368,[2133.091534759734 1597.4832084272523 2924.771401729632 2158.319839973323],[2441.754150390625 2007.561279296875 2644.6748046875 2096.797607421875],0.706807435,NG65ZFX,0.645910501
1297,368,[2134.2762906510234 1602.1407804721493 2928.400959465165 2157.7152628419103],[2441.729736328125 2009.9658203125 2645.7744140625 2103.326416015625],0.707174718,WG65ZFX,0.417632027
1298,368,[2138.096080360203 1604.732636762036 2933.262282482233 2156.4002647127336],[2443.3759765625 2016.891357421875 2645.106689453125 2110.932861328125],0.714315593,NG65ZFX,0.339471551
1300,368,[2141.193699220274 1617.2670863417761 2940.441981012074 2158.6648000386076],[2446.179443359375 2026.2626953125 2661.102294921875 2124.6064453125],0.71327126,NG65ZFX,0.265228155
1302,368,[2144.4087616970514 1633.1175912348333 2947.9964519963237 2160.930794994353],[2458.741455078125 2053.90771484375 2664.825927734375 2144.8408203125],0.698298156,NG65ZFX,0.359310167
1303,368,[2144.71875155321 1639.9198134372116 2950.0550759360362 2160.9040493103103],[2461.42041015625 2056.31689453125 2668.185546875 2149.791015625],0.720047116,NG65ZFX,0.60140725
1305,368,[2147.723186462672 1653.5203961403258 2958.473638073694 2160.055110977097],[2455.7353515625 2065.891357421875 2670.90185546875 2160.0],0.728845954,NG65ZFX,0.520097684
1319,549,[990.5341508878241 1006.996419690247 1639.6392999135787 1624.2531977311564],[1239.190673828125 1406.065185546875 1408.3062744140625 1509.135986328125],0.457879961,NL54OIX,0.108910092
1320,549,[989.7107945804128 1012.002233482732 1641.7127448635702 1630.3215940739703],[1237.37890625 1409.64306640625 1403.800537109375 1509.085693359375],0.472058624,HL64OGX,0.722567227
1337,549,[946.1463200146547 1066.6704617997414 1650.667607842193 1713.5342302406482],[1199.6953125 1500.228271484375 1381.51806640625 1586.668701171875],0.653489113,NL61OGX,0.188569397
1340,549,[936.509590253965 1074.8727482293964 1646.904789157144 1727.6517456491395],[1196.5350341796875 1510.3685302734375 1377.822265625 1604.7271728515625],0.672788918,NL64OGX,0.970868733
1341,486,[667.5400407839543 1639.5769754097391 1471.5389758444421 2160.028941717458],[944.8547973632812 1993.5523681640625 1179.1614990234375 2139.5673828125],0.538032353,LI61PZS,0.256391148
1342,486,[664.0480863095263 1645.6182190220336 1470.3701325983611 2158.2731616349147],[920.2044067382812 1990.347900390625 1187.055419921875 2146.089599609375],0.404244661,LL61PZS,0.333491262
1343,486,[659.3886845511453 1652.7314241445285 1468.6794564343231 2158.2557398718886],[915.2807006835938 2034.14013671875 1182.371826171875 2155.641845703125],0.574029386,LL61FZS,0.627409325
1345,549,[920.2382093354953 1090.2856955735642 1641.9754957513169 1753.5682197125516],[1181.68408203125 1537.7486572265625 1371.584716796875 1630.4373779296875],0.692834437,NL64OGX,0.368805451
1350,549,[903.3551583095079 1112.2913349161204 1635.7484307737848 1788.5840636807893],[1169.33447265625 1567.37744140625 1354.714111328125 1656.908447265625],0.626859903,NL64OGY,0.388057748
1351,549,[900.2905412426563 1115.361187409186 1634.8683885898572 1793.1071023306733],[1166.8773193359375 1572.044677734375 1352.6502685546875 1662.324462890625],0.624633014,NL64OGY,0.373891487
1352,549,[897.452899446368 1118.418753876943 1634.0789307737537 1797.809445948421],[1166.199462890625 1586.0460205078125 1346.24755859375 1669.5186767578125],0.628460407,NL64OGX,0.388849719
1357,549,[880.104114354577 1139.9278790899275 1627.65252289148 1828.4572094227888],[1151.9644775390625 1605.4105224609375 1344.205078125 1702.0374755859375],0.652924001,HL64OGY,0.53187018
1362,549,[863.8678880338332 1161.2502002278134 1620.4506040237504 1860.0765105623486],[1135.008056640625 1637.9512939453125 1329.032470703125 1729.9185791015625],0.654634535,HL64OGX,0.225515344
1363,549,[860.9077920363754 1164.1272098193458 1619.5691274525755 1864.7256379492733],[1136.218017578125 1641.4991455078125 1327.071044921875 1737.7650146484375],0.671044409,ML64OGX,0.744216189
1365,549,[852.4361176180116 1173.1910871309215 1615.9867793505725 1879.542974432566],[1128.606201171875 1651.520751953125 1326.3358154296875 1748.159423828125],0.656186163,NL64OCX,0.762865212
1366,549,[849.5591912650558 1175.6783994653513 1615.2524583266118 1884.5640080526698],[1124.7884521484375 1653.26123046875 1327.823974609375 1751.3310546875],0.667917669,NL64OCX,0.675164027
1367,549,[844.4913842424501 1180.3222698684822 1612.210318805042 1890.9840752073005],[1123.1474609375 1662.8946533203125 1317.99658203125 1759.8555908203125],0.64889884,NL64OCX,0.691266404
1367,493,[2404.5743993759397 1659.3539643408737 3154.4686428113882 2156.992448914168],[2700.541015625 2072.2724609375 2879.3134765625 2143.66259765625],0.644487143,OR05VKI,0.089015942
1368,493,[2406.0683886430406 1665.3392733987362 3157.432979602255 2157.713735492294],[2694.81201171875 2071.892333984375 2897.85302734375 2146.525390625],0.60436517,OR05VKJ,0.354352729
1369,493,[2407.8947507698135 1671.1229189370051 3161.111251125259 2159.0920939831435],[2696.3681640625 2072.93798828125 2896.3203125 2156.05322265625],0.700537801,MR05VKJ,0.431620542
1369,549,[836.8761546028966 1189.0339926984686 1609.2271873962093 1902.9015226474614],[1119.66015625 1681.988525390625 1304.68603515625 1772.107177734375],0.676260054,NL64OGX,0.254929875
1370,493,[2407.57398111812 1677.9999359086553 3163.7455525049027 2160.688767473124],[2689.95361328125 2075.17529296875 2896.9111328125 2159.184814453125],0.670634389,OF05VKJ,0.612655017
1371,549,[826.6416345402384 1202.6324976917692 1601.3520391474372 1918.857782292909],[1113.4962158203125 1687.52392578125 1307.0057373046875 1785.0185546875],0.682376325,NL64OCX,0.657311352
1373,549,[816.1599054356445 1211.7909024358041 1599.8469527442141 1932.432910871104],[1105.90966796875 1701.853271484375 1305.22607421875 1798.0784912109375],0.655736148,NL64OGX,0.954207648
1375,549,[804.8795838842155 1218.1109792024956 1583.3638308754066 1943.7234908062421],[1100.8499755859375 1711.5618896484375 1297.56787109375 1810.1341552734375],0.664271533,NL64OGX,0.110039649
1376,549,[800.4852356489885 1223.6757558990594 1576.000813161498 1950.6090560443872],[1102.658203125 1716.71484375 1300.1231689453125 1813.868408203125],0.668399513,WL64OGX,0.174059263
1377,549,[800.4657648344778 1228.4143193639252 1577.1742492287312 1958.2151834894985],[1100.466552734375 1726.86669921875 1295.32373046875 1820.724853515625],0.679152071,NL64OGY,0.273829082
1380,549,[788.9476636541262 1242.6064394829546 1567.9557853153406 1980.9102983587131],[1089.348388671875 1749.6353759765625 1284.699951171875 1842.1593017578125],0.657332659,NL64OGX,0.112063424
1381,549,[786.8441965172829 1244.9863535427057 1564.2569271438992 1985.686782762562],[1087.567138671875 1750.148681640625 1286.452880859375 1844.1171875],0.664765179,NL64OGX,0.075941435
1382,549,[785.9246176568806 1249.0635815231858 1564.415932907871 1992.0931245643014],[1075.9996337890625 1752.0443115234375 1285.6890869140625 1849.9259033203125],0.665764153,NL64OGX,0.264539036
1382,518,[2204.3458304322503 1322.8107115341127 2879.400486462013 1891.3606469653378],[2444.937744140625 1707.6939697265625 2615.04931640625 1798.0528564453125],0.585687697,LP14LJE,0.464794029
1383,518,[2203.1867185001347 1325.9343466458597 2880.6015220967065 1896.441382982214],[2448.608642578125 1726.9658203125 2623.98779296875 1804.398193359375],0.492957354,LP14LJA,0.14725544
1384,518,[2200.427844737528 1328.8446147709342 2880.4377573470792 1901.2349507680797],[2455.01708984375 1729.603271484375 2629.140625 1805.265380859375],0.56387049,LP14LJA,0.614947845
1385,518,[2203.1075472618677 1332.245760261334 2885.005866848841 1907.616328985997],[2463.1513671875 1734.4735107421875 2628.823974609375 1802.9000244140625],0.571941972,LP14LJI,0.366303812
1386,518,[2200.6466308976487 1335.525303227278 2885.5289945004615 1913.0173208861224],[2462.962646484375 1736.63232421875 2635.853759765625 1814.3009033203125],0.657022655,LP14LJA,0.34029901
1387,518,[2204.3797667133526 1338.6478914021304 2890.796876160029 1917.2833548398635],[2464.424560546875 1736.099853515625 2634.33251953125 1813.7113037109375],0.645103931,LP14LJA,0.440891685
1388,549,[767.1381589635859 1273.950161521088 1553.730249689162 2033.299929838539],[1060.6767578125 1795.594970703125 1278.647705078125 1896.64404296875],0.660413921,NL64CGZ,0.159276852
1389,518,[2210.908225337908 1346.6021779701746 2899.5351645826954 1927.9021068308816],[2468.2353515625 1738.05908203125 2658.67236328125 1824.85693359375],0.68801862,LP14LJA,0.463517003
1390,549,[762.7352091848713 1283.740342538667 1549.804097422122 2047.2647411127232],[1060.6396484375 1808.0189208984375 1263.69775390625 1904.4056396484375],0.64917779,NL64OCY,0.335272957
1391,549,[759.0396419857184 1289.0071128670102 1546.9235309169057 2054.6781962405],[1056.2852783203125 1814.766845703125 1258.0953369140625 1914.6103515625],0.660177946,NL64OGX,0.106271133
1391,518,[2216.0411476272257 1354.719603371076 2906.8887390156215 1937.1585492066058],[2475.4697265625 1756.743896484375 2667.08544921875 1846.781982421875],0.644457221,LP14LJA,0.783761261
1392,549,[755.1731896938134 1297.2046356069782 1544.0017342740437 2064.785975533642],[1052.314697265625 1821.74560546875 1261.01220703125 1922.2880859375],0.683973849,NL60CCY,0.242393893
1392,518,[2218.60137864701 1360.0854846777231 2910.1921402428975 1942.8239346947269],[2473.94970703125 1756.6923828125 2667.365478515625 1846.826416015625],0.6321491,LP14LJA,0.545058078
1394,518,[2219.1428698471254 1368.0352705182627 2916.058493778568 1952.363940553858],[2470.097900390625 1767.4537353515625 2672.13134765625 1860.0340576171875],0.661638319,LP14LJA,0.876059083
1395,549,[743.4322884196914 1313.1284968709597 1537.8914830659419 2087.7080655064037],[1040.3507080078125 1842.0560302734375 1256.025146484375 1944.8338623046875],0.666520953,NL64OCX,0.217572296
1396,549,[740.0511388418686 1316.2833732043027 1536.82298466763 2093.001146775619],[1039.96337890625 1847.0341796875 1258.537109375 1946.4248046875],0.678112149,NL64OGX,0.324581754
1397,549,[737.500365626773 1321.3755413725012 1537.293179402639 2100.3110861781365],[1039.080810546875 1854.1695556640625 1252.869384765625 1956.4361572265625],0.67295599,NL64OGX,0.151082363
1398,549,[736.4144893118561 1328.1349817531213 1546.2990528091518 2108.383582403189],[1033.269287109375 1864.1044921875 1248.7269287109375 1963.373291015625],0.677692592,NL64OGX,0.239074389
1398,518,[2226.29418213023 1382.4767301918919 2928.6633410843206 1972.7222113868124],[2491.317626953125 1786.0667724609375 2682.104736328125 1865.04345703125],0.661017358,LP14LJA,0.15964884
1399,549,[733.6161337432467 1333.0630427870933 1553.9152259462753 2114.2619928157123],[1028.9788818359375 1866.85107421875 1247.2384033203125 1967.806640625],0.689553916,NL64OCX,0.150934923
1401,549,[718.0963935011364 1344.1690486661546 1539.6796172400745 2126.9402602848045],[1025.8802490234375 1881.0699462890625 1240.1524658203125 1985.2723388671875],0.685430706,NL64OGX,0.33598602
1403,518,[2231.1291615942823 1407.0741590374712 2940.2040948267327 2001.1803343175222],[2501.99072265625 1813.2923583984375 2690.65673828125 1897.5970458984375],0.581217229,LP14LJA,0.551931627
1405,518,[2231.3116754038906 1413.9626331145014 2945.0354881449416 2011.287092568437],[2494.949951171875 1813.3443603515625 2697.95556640625 1907.0093994140625],0.69775933,LP14LJA,0.328807353
1406,518,[2234.340809176142 1417.2895952305023 2947.7798818776255 2016.3081706948572],[2503.4130859375 1825.29638671875 2695.89599609375 1915.4853515625],0.70101434,LP14LJA,0.382563512
1407,518,[2237.1369426864267 1419.8670470008979 2952.2229710220054 2021.3256965844348],[2505.55419921875 1826.5858154296875 2703.43994140625 1916.1170654296875],0.681619585,LP14LJA,0.4112852
1408,518,[2239.1540636065233 1422.5327019775198 2955.455128312327 2024.886728697528],[2506.756591796875 1834.657470703125 2704.385498046875 1920.12158203125],0.664816797,LP13LJA,0.287192281
1409,518,[2241.913037117804 1426.2308260351092 2959.839202101866 2030.2167034198392],[2505.10595703125 1836.038818359375 2711.63037109375 1929.521484375],0.675776303,LP14LJA,0.234505472
1410,549,[683.2797308231962 1385.7207470791946 1523.7956061497212 2153.494872167365],[994.6514892578125 1943.46142578125 1223.565185546875 2051.010009765625],0.691889822,NL60OCX,0.063147675
1410,518,[2244.3630272656924 1430.606923837627 2966.159484379665 2035.185797737445],[2510.14697265625 1843.055419921875 2713.8056640625 1941.334716796875],0.682756782,LP14LJA,0.481899503
1411,518,[2245.171341543996 1434.080008401 2969.9404645807085 2039.4804888135752],[2509.07763671875 1845.8609619140625 2714.790771484375 1942.808349609375],0.686367154,LP14LJA,0.440780587
1412,549,[674.8059101524126 1394.9597748073975 1517.2053942696534 2152.3950557146295],[990.7149658203125 1959.68310546875 1209.1796875 2062.328369140625],0.683282077,NL60OGX,0.238946821
1413,549,[670.546723003503 1400.3012394071227 1513.7477366312778 2151.6066400568548],[985.5130004882812 1969.0140380859375 1211.9022216796875 2073.927734375],0.693343401,NL64OGX,0.156820999
1413,518,[2246.481617775411 1444.9050853549381 2975.1410458319715 2053.8213468021095],[2511.486083984375 1862.0782470703125 2721.328369140625 1957.8211669921875],0.683260202,LP14LJA,0.357099523
1414,518,[2251.7974912938657 1448.5862814336313 2979.2464176825756 2059.265974219681],[2514.429931640625 1866.544921875 2724.4130859375 1961.744384765625],0.688455105,LP14LJA,0.435921303
1415,518,[2256.5634507863774 1452.8930054313823 2982.5874849122015 2065.2199023455605],[2520.216064453125 1872.5306396484375 2722.550537109375 1966.9852294921875],0.71813482,LF14LJA,0.259112041
1416,518,[2262.5090163520754 1458.0290817972532 2987.1535654768086 2071.068135852263],[2517.08935546875 1872.7130126953125 2724.002197265625 1967.4451904296875],0.709626317,LP14LJA,0.26566927
1416,549,[659.6237552193805 1419.730914399415 1510.3675904494175 2152.7670766878573],[977.2142944335938 1992.535400390625 1201.962890625 2099.382568359375],0.692859173,NL64OGX,0.191838293
1417,518,[2262.664199098669 1462.1381577073637 2987.9091188020284 2075.432621499657],[2517.4833984375 1874.8046875 2727.658447265625 1973.1875],0.707717657,LP14LJA,0.379743747
1417,549,[655.9923961485172 1425.5412640079235 1510.7595067631448 2152.798776685671],[977.8348388671875 1996.9931640625 1209.34423828125 2103.51025390625],0.700065255,NL64OGY,0.385199131
1418,518,[2263.4475335842953 1466.2760165791492 2989.639406124691 2080.547900395338],[2516.4140625 1883.4107666015625 2727.632080078125 1979.4169921875],0.708284497,LP14LJA,0.260611688
1419,518,[2265.5880471950454 1471.4401815524016 2992.282122196109 2087.097356401612],[2524.2978515625 1892.84912109375 2730.604248046875 1989.476806640625],0.695487499,LP14LJA,0.31455122
1420,518,[2265.956313656933 1474.9644536928731 2993.8740846491874 2092.298771686313],[2529.63525390625 1896.288330078125 2732.6943359375 1992.028076171875],0.690501392,LP14LJA,0.374687948
